24,1BM13IS001,"2015-04-28 05:17:06.422295",5,5,2,2,5,5,5,3,3
25,1BM13IS002,"2015-04-28 05:17:58.048882",3,3,3,3,3,3,3,3,3
26,1BM13IS045,"2015-04-28 05:29:09.286131",5,5,5,5,5,5,5,5,5
27,1BM13IS013,"2015-04-28 05:29:37.305861",3,3,3,3,3,3,3,3,3
28,1BM13IS013,"2015-04-28 05:29:37.719682",3,3,3,3,3,3,3,3,3
29,1BM13IS039,"2015-04-28 05:30:45.876873",4,4,3,4,4,4,3,4,4
30,1BM13IS036,"2015-04-28 05:31:14.671189",2,2,1,2,1,2,1,2,2
31,1BM13IS041,"2015-04-28 05:38:07.133299",5,5,5,5,5,5,5,5,5
32,1BM13IS032,"2015-04-28 05:38:39.278299",3,3,3,3,3,3,3,3,3
33,1BM13IS009,"2015-04-28 06:09:01.868840",3,3,3,3,3,3,2,1,1
34,1BM13IS017,"2015-04-28 06:33:09.365340",4,4,2,4,4,4,4,4,2
35,1BM13IS030,"2015-04-28 06:37:35.407482",5,5,5,5,5,5,5,5,5
36,1BM13IS024,"2015-04-28 06:37:54.172548",4,5,5,5,4,4,5,5,5
37,1BM13IS020,"2015-04-28 06:47:35.630776",3,3,2,3,2,2,2,4,4
38,1BM13IS028,"2015-04-28 06:54:06.314935",5,5,4,4,4,4,5,5,5
39,1BM13IS026,"2015-04-28 06:55:02.632438",2,3,2,2,2,2,2,2,2
40,1BM13IS022,"2015-04-28 06:56:14.193660",1,1,2,3,3,3,3,3,3
41,1BM13IS019,"2015-04-28 07:02:21.514659",4,4,4,4,4,4,4,4,4
42,1BM13IS046,"2015-04-28 07:05:48.091209",5,5,5,5,5,5,5,5,4
43,1BM13IS051,"2015-04-28 07:07:38.949028",4,4,4,4,4,4,4,4,4
44,1BM13IS021,"2015-04-28 07:08:07.252987",4,4,2,4,4,4,4,4,4
45,1BM13IS050,"2015-04-28 07:11:02.945119",5,5,3,4,4,5,3,5,1
46,1BM13IS049,"2015-04-28 07:13:06.584203",5,5,5,5,5,5,5,5,5
47,1BM13IS047,"2015-04-28 07:13:17.514002",5,5,3,3,3,4,4,5,5
48,1BM13IS047,"2015-04-28 07:13:19.354602",5,5,3,3,3,4,4,5,5
49,1BM13IS058,"2015-04-28 07:18:47.570089",4,4,5,3,4,4,3,4,4
50,1BM13IS048,"2015-04-28 07:19:20.564670",1,1,1,1,1,1,1,1,1
51,1BM13IS052,"2015-04-28 07:20:06.131711",5,5,2,4,2,4,4,5,4
52,1BM13IS054,"2015-04-28 07:20:24.112568",3,2,1,1,1,1,1,2,3
53,1BM13IS018,"2015-04-28 07:20:42.804027",2,2,2,2,2,3,2,2,1
54,1BM13IS016,"2015-04-28 07:21:26.410204",4,4,4,4,4,4,4,4,4
55,1BM13IS029,"2015-04-28 07:22:25.612271",4,4,4,4,4,4,4,4,4
56,1BM13IS053,"2015-04-28 07:27:28.965460",3,3,3,3,3,3,3,3,3
57,1BM13IS025,"2015-04-28 07:30:21.158430",3,3,3,3,3,3,3,3,3
58,1BM13IS027,"2015-04-28 07:30:41.607808",2,3,3,3,3,3,3,3,3
59,1BM13IS023,"2015-04-28 07:32:52.299571",3,3,3,1,3,3,3,3,3
60,1BM13IS057,"2015-04-28 07:49:07.080301",5,4,3,2,2,3,2,3,2
61,1BM13IS064,"2015-04-28 09:32:48.189739",4,4,4,5,4,5,5,4,3
62,1BM13IS064,"2015-04-28 09:32:49.230781",4,4,4,5,4,5,5,4,3
63,1BM13IS064,"2015-04-28 09:32:50.346716",4,4,4,5,4,5,5,4,3
64,1BM13IS062,"2015-04-28 09:33:06.885777",5,5,5,5,5,5,5,5,4
65,1BM13IS067,"2015-04-28 09:33:28.445513",5,5,4,4,4,5,5,5,2
66,1BM13IS072,"2015-04-28 09:35:18.471519",4,4,3,3,3,4,3,3,4
67,1BM14IS407,"2015-04-28 09:36:47.442223",5,5,5,5,5,5,5,5,5
68,1BM13IS066,"2015-04-28 09:40:52.495620",3,3,3,3,3,3,3,3,3
69,1BM13IS068,"2015-04-28 09:47:29.569839",5,5,5,5,5,5,5,1,1
70,1BM13IS060,"2015-04-28 09:50:52.010839",4,4,4,4,4,4,4,4,4
71,1BM14IS410,"2015-04-28 09:55:04.527579",5,5,3,5,5,4,5,5,4
72,1BM13IS074,"2015-04-28 10:18:16.239694",5,5,5,5,5,5,5,5,5
73,1BM13IS074,"2015-04-28 10:18:17.869672",5,5,5,5,5,5,5,5,5
74,1BM14IS406,"2015-04-28 10:20:17.405004",5,5,5,5,5,5,5,5,5
75,1BM14IS409,"2015-04-28 10:22:57.322515",3,3,3,3,3,3,3,3,3
76,1BM13IS071,"2015-04-28 10:24:38.120296",3,3,3,3,3,4,3,4,4
77,1BM13IS070,"2015-04-28 10:25:35.542860",4,4,3,3,4,3,3,3,2
78,1BM13IS075,"2015-04-28 10:27:50.856243",4,5,4,4,5,4,4,4,5
79,1BM13IS061,"2015-04-28 10:30:11.485995",5,5,4,4,5,4,4,4,4
80,1BM13IS081,"2015-04-29 04:37:03.795380",4,4,4,4,4,4,4,4,4
81,1BM13IS087,"2015-04-29 04:38:34.488531",4,4,4,3,3,3,3,3,3
82,1BM13IS087,"2015-04-29 04:38:36.256463",4,4,4,3,3,3,3,3,3
83,1BM13IS086,"2015-04-29 04:44:40.622358",5,5,5,5,5,5,5,5,5
84,1BM13IS086,"2015-04-29 04:44:41.478969",5,5,5,5,5,5,5,5,5
85,1BM13IS082,"2015-04-29 04:49:22.720181",5,5,4,4,3,5,5,5,4
86,1BM13IS059,"2015-04-29 04:50:50.168601",5,5,3,4,5,4,3,5,3
87,1BM13IS079,"2015-04-29 04:51:30.808253",5,5,3,5,4,5,5,5,5
88,1BM13IS084,"2015-04-29 04:56:38.166953",5,5,5,5,5,5,5,5,5
89,1BM13IS085,"2015-04-29 04:56:54.434454",5,5,5,5,5,5,5,5,5
90,1BM13IS088,"2015-04-29 04:59:08.924968",4,4,3,3,3,4,4,4,4
91,1BM13IS056,"2015-04-29 05:00:07.221804",3,3,4,4,4,4,3,3,3
92,1BM13IS076,"2015-04-29 05:00:07.358329",5,5,5,5,5,5,5,5,5
93,1BM13IS056,"2015-04-29 05:00:08.803888",3,3,4,4,4,4,3,3,3
94,1BM13IS076,"2015-04-29 05:00:09.128709",5,5,5,5,5,5,5,5,5
95,1BM13IS090,"2015-04-29 05:11:01.818373",4,4,4,4,4,4,4,4,4
96,1BM13IS077,"2015-04-29 05:21:30.021709",5,5,5,4,4,4,4,4,4
97,1BM13IS069,"2015-04-29 07:16:05.375243",4,4,4,4,4,4,4,4,4
98,1BM13IS103,"2015-04-29 07:18:29.822011",4,3,3,4,4,4,4,2,2
99,1BM14IS411,"2015-04-29 09:32:44.917549",5,5,5,5,5,5,5,5,5
100,1BM14IS404,"2015-04-29 09:36:57.441203",4,4,4,3,3,4,4,4,4
101,1BM14IS403,"2015-04-29 09:42:52.766752",4,3,3,3,3,3,3,3,3
